Temp Part,Heat Capacity,1 / Thermal Insulance,Emissivity
75.0,222.52174,0.024984507,0.88
125.0,222.52174,0.024984505,0.88
175.0,222.5217,0.024984505,0.88
225.0,222.52173,0.024984503,0.88
275.0,224.44868,0.024984503,0.88
325.0,228.20653,0.025014725,0.88
375.0,231.96857,0.025181767,0.88
425.0,235.93817,0.025516376,0.88
475.0,239.90314,0.02596,0.88
525.0,243.83827,0.026433727,0.88
575.0,247.57991,0.026938861,0.88
625.0,251.43137,0.027412321,0.88
675.0,255.24281,0.027885865,0.88
725.0,259.0223,0.028366419,0.88
775.0,262.5919,0.028873198,0.88
825.0,266.30823,0.02941492,0.88
875.0,270.00897,0.030023815,0.88
925.0,273.6735,0.030625876,0.88
975.0,277.13416,0.031251516,0.88
1025.0,280.75238,0.031893607,0.88
1075.0,284.35092,0.032484386,0.88
1125.0,285.29288,0.03301589,0.88
1175.0,285.32605,0.033414483,0.88
1225.0,285.3492,0.03373053,0.88
1275.0,285.3639,0.03397086,0.88
1325.0,285.3715,0.034141686,0.8796022
1375.0,285.37598,0.0342486,0.87654024
1425.0,285.37805,0.034298625,0.87105376
1475.0,285.3781,0.034299757,0.8669005
1525.0,285.37817,0.03429976,0.8643981
1575.0,285.37814,0.034299757,0.8631524
1625.0,285.37814,0.034299757,0.86249995
1675.0,285.37817,0.03429975,0.86249995
1725.0,285.37814,0.034299757,0.8631128
1775.0,285.37814,0.03429976,0.864265
1825.0,285.3781,0.034299754,0.8656977
1875.0,285.37817,0.034299757,0.86713034
1925.0,285.37814,0.03429975,0.86856306
1975.0,285.37814,0.034299757,0.872095
2025.0,285.3781,0.034299746,0.8772133
2075.0,285.37814,0.034299757,0.88294387
2125.0,285.37814,0.034299754,0.8886745
2175.0,285.3781,0.03429975,0.8943816
2225.0,285.3782,0.034299742,0.8993491
2275.0,285.37814,0.034299757,0.9037747
2325.0,285.3781,0.034299757,0.9080726
2375.0,285.37817,0.034299765,0.91079473
2425.0,285.37814,0.034299765,0.91079473
2475.0,285.3781,0.034299765,0.91079473
2525.0,285.3781,0.03429976,0.91079473
2575.0,285.37817,0.03429976,0.91079473
2625.0,285.3781,0.034299754,0.91079473
2675.0,285.37814,0.034299757,0.91079473
2725.0,285.37817,0.03429976,0.91079473
2775.0,285.37814,0.034299754,0.91079473
2825.0,285.37814,0.03429975,0.91079473
2875.0,285.37814,0.03429975,0.91079473
2925.0,285.37814,0.034299746,0.91079473
2975.0,285.37817,0.034299746,0.91079473
