Temp Part,Heat Capacity,1 / Thermal Insulance,Emissivity
75.0,315.37158,0.0005620535,0.8432
125.0,345.68066,0.0005685643,0.8432
175.0,381.18243,0.00057789177,0.8432
225.0,415.9842,0.00058854814,0.8432
275.0,449.74612,0.0006013991,0.8432
325.0,482.63745,0.00061701227,0.844
375.0,583.39453,0.0006560294,0.8456
425.0,615.7952,0.0006791952,0.8471798
475.0,646.861,0.00070862117,0.84806645
525.0,736.3123,0.0007693335,0.8488622
575.0,762.2364,0.00080118165,0.84920967
625.0,786.04626,0.00083303225,0.84955716
675.0,807.97205,0.00086570065,0.8495046
725.0,872.67316,0.00094472646,0.8494521
775.0,890.4353,0.0009823816,0.84899956
825.0,906.6139,0.0010134215,0.84854704
875.0,921.557,0.0010449074,0.84735906
925.0,966.531,0.0011267147,0.8457429
975.0,978.59045,0.0011691425,0.8414767
1025.0,989.8717,0.001212741,0.83721054
1075.0,1023.7218,0.0013100703,0.8325404
1125.0,1032.4125,0.0013559922,0.82793003
1175.0,1040.6073,0.0014053095,0.82340527
1225.0,1048.2664,0.0014533394,0.8200755
1275.0,1071.9908,0.0015597948,0.81614935
1325.0,1077.7429,0.0016064246,0.8121705
1375.0,1083.2539,0.0016558963,0.80832684
1425.0,1100.4365,0.0017776995,0.80534685
1475.0,1104.4751,0.0018347254,0.802883
1525.0,1107.9802,0.0018922713,0.80036044
1575.0,1111.2216,0.0019500613,0.79783785
1625.0,1122.7894,0.0020823649,0.79551095
1675.0,1125.758,0.0021495875,0.7934234
1725.0,1128.3896,0.0022137237,0.7917359
1775.0,1130.5482,0.0022726,0.79004836
1825.0,1138.0098,0.002413289,0.78821516
1875.0,1139.4996,0.0024802107,0.7859026
1925.0,1141.1876,0.0025565564,0.7833801
1975.0,1146.5774,0.0027114195,0.7804575
2025.0,1147.5997,0.002776404,0.77753496
2075.0,1148.5298,0.0028329936,0.7751799
2125.0,1149.3904,0.0028862571,0.77318513
2175.0,1153.2424,0.0030266861,0.77221924
2225.0,1154.0491,0.003079015,0.77138424
2275.0,1154.6426,0.0031237018,0.7705492
2325.0,1157.4169,0.0032536013,0.76971424
2375.0,1158.0438,0.0032987716,0.7688792
2425.0,1158.5171,0.0033379502,0.7680441
2475.0,1158.9186,0.0033735922,0.7672092
2525.0,1160.873,0.003491239,0.7663741
2575.0,1161.2285,0.003521995,0.76553905
2625.0,1161.6647,0.0035548203,0.76470405
2675.0,1161.994,0.0035835772,0.76386905
2725.0,1163.4149,0.0036896921,0.763034
2775.0,1163.617,0.0037130802,0.7621989
2825.0,1163.8387,0.0037357355,0.761364
2875.0,1165.0177,0.0038394746,0.7605289
2925.0,1165.286,0.0038621998,0.75969386
2975.0,1165.4789,0.0038808344,0.75885886
