Temp Part,Heat Capacity,1 / Thermal Insulance,Emissivity
75.0,330.11844,0.00080625946,0.82448965
125.0,338.5039,0.0008103861,0.82538956
175.0,368.44873,0.0008191275,0.83348954
225.0,399.6855,0.000828866,0.84158957
275.0,427.73535,0.0008386274,0.8432896
325.0,455.28375,0.0008502647,0.84418964
375.0,480.8052,0.0008637632,0.8458526
425.0,516.93567,0.0008906317,0.8484141
475.0,561.6968,0.00092609134,0.85180026
525.0,589.6387,0.00094803306,0.8557322
575.0,611.08936,0.00097591145,0.85964936
625.0,630.7783,0.001004137,0.86365074
675.0,665.38354,0.0010586192,0.8672911
725.0,697.1465,0.0011138516,0.87079805
775.0,715.0642,0.0011473901,0.87412286
825.0,729.36694,0.0011810156,0.87683284
875.0,742.2938,0.001214971,0.8794912
925.0,768.42365,0.0012903038,0.8816798
975.0,788.0664,0.0013466945,0.88369286
1025.0,799.27527,0.001383361,0.885706
1075.0,809.66943,0.0014183153,0.887504
1125.0,821.4713,0.0014641788,0.8886163
1175.0,842.635,0.0015533873,0.88965803
1225.0,854.8862,0.0016019057,0.89068854
1275.0,863.681,0.0016386961,0.89140785
1325.0,873.1029,0.0016882211,0.8921346
1375.0,881.3506,0.0017443326,0.89233756
1425.0,897.6391,0.0018452827,0.891909
1475.0,905.8767,0.0019004497,0.89192575
1525.0,912.8638,0.0019435518,0.89141864
1575.0,919.7052,0.001986754,0.89080703
1625.0,928.3629,0.0020506217,0.8903666
1675.0,940.0814,0.0021613927,0.8888009
1725.0,945.5747,0.0022163356,0.8870785
1775.0,950.31836,0.0022646491,0.8854948
1825.0,954.918,0.002313683,0.88353276
1875.0,962.2528,0.0024122118,0.88148975
1925.0,969.6345,0.002515318,0.8794405
1975.0,973.84796,0.0025684854,0.8774641
2025.0,978.0807,0.0026231215,0.8750171
2075.0,982.6744,0.002691879,0.87294734
2125.0,989.1168,0.0028053292,0.87090427
2175.0,994.15607,0.002898008,0.868843
2225.0,996.5808,0.0029695388,0.8693359
2275.0,997.2998,0.003031473,0.869566
2325.0,997.9834,0.0030948264,0.87019634
2375.0,1000.0961,0.0032157206,0.8703425
2425.0,1001.9358,0.003323888,0.8703425
2475.0,1002.5029,0.0033826474,0.8704886
2525.0,1002.9514,0.003437327,0.8706478
2575.0,1003.43933,0.0034950885,0.87080705
2625.0,1005.19885,0.003635812,0.8709663
2675.0,1005.84265,0.003703602,0.8710322
2725.0,1006.0731,0.0037521105,0.8710549
2775.0,1006.2886,0.0037992531,0.87121415
2825.0,1006.91125,0.0038780768,0.8712621
2875.0,1008.04266,0.003997905,0.8712621
2925.0,1008.2576,0.004041754,0.8712621
2975.0,1008.39624,0.0040877997,0.8712621
