Temp Part,Heat Capacity,1 / Thermal Insulance,Emissivity
75.0,224.17119,0.045177843,0.876
125.0,224.1712,0.04517784,0.876
175.0,224.17119,0.04517784,0.876
225.0,224.17117,0.04517784,0.876
275.0,224.53293,0.045177836,0.876
325.0,225.99692,0.045183513,0.876
375.0,228.50568,0.04523036,0.876
425.0,230.97885,0.045486297,0.876
475.0,233.56453,0.04596635,0.876
525.0,236.16977,0.046606194,0.876
575.0,238.77019,0.04732996,0.876
625.0,241.31178,0.04808617,0.876
675.0,243.80487,0.048857305,0.876
725.0,246.37274,0.049595535,0.876
775.0,248.92969,0.05033343,0.876
825.0,251.47711,0.05107876,0.876
875.0,253.9122,0.051863123,0.876
925.0,256.4039,0.05268726,0.876
975.0,258.9282,0.0535818,0.876
1025.0,261.44577,0.054520298,0.876
1075.0,263.9224,0.055455975,0.876
1125.0,266.314,0.05641273,0.876
1175.0,268.81012,0.057370976,0.876
1225.0,271.3,0.058243338,0.876
1275.0,272.2614,0.059033863,0.876
1325.0,272.4716,0.05967393,0.876
1375.0,272.47974,0.060182564,0.876
1425.0,272.4855,0.06058722,0.876
1475.0,272.48907,0.060895745,0.876
1525.0,272.49112,0.06112233,0.876
1575.0,272.4924,0.061269656,0.8754971
1625.0,272.49298,0.06134173,0.874364
1675.0,272.4931,0.061355755,0.8722724
1725.0,272.4931,0.061356265,0.8706681
1775.0,272.4931,0.061356265,0.8695223
1825.0,272.49313,0.061356265,0.86899936
1875.0,272.4932,0.061356265,0.86867565
1925.0,272.4932,0.06135625,0.8685
1975.0,272.49316,0.061356265,0.8685
2025.0,272.49313,0.061356265,0.8687359
2075.0,272.49307,0.061356265,0.8691153
2125.0,272.4931,0.061356265,0.86963814
2175.0,272.49313,0.061356258,0.8701611
2225.0,272.49316,0.06135625,0.870684
2275.0,272.49316,0.061356258,0.87129813
2325.0,272.49313,0.061356243,0.8726574
2375.0,272.49313,0.061356265,0.874511
2425.0,272.4932,0.061356258,0.8766027
2475.0,272.49316,0.06135625,0.87869436
2525.0,272.4932,0.061356243,0.880786
2575.0,272.49316,0.06135625,0.8827739
2625.0,272.49316,0.061356265,0.884587
2675.0,272.49316,0.061356265,0.8861708
2725.0,272.4932,0.061356273,0.8877395
2775.0,272.49313,0.06135628,0.88919777
2825.0,272.49313,0.06135628,0.88919777
2875.0,272.4931,0.061356273,0.88919777
2925.0,272.49313,0.061356265,0.88919777
2975.0,272.49313,0.061356265,0.88919777
